,charge,color,commercial_license,commercial_vehicle,driver_city,hazmat,make,model,seq_id,vehicle_type,violation_type,year
170,21-405(b),RED,No,No,SILVER SPRING,No,VOLV,4S,5b102d30-f60c-422d-96a3-2e1c1ff8a88c,02 - Automobile,Citation,2002
171,21-1102(a),SILVER,No,No,MONTGOMERY VILLAGE,No,NISSAN,MAXIMA,73320d70-b2f8-4b04-988b-60ef3127f142,02 - Automobile,Citation,2004
172,21-801.1,BLUE,No,Yes,GERMANTOWN,No,FORD,TK,3b101684-c610-47c1-90ef-edbc21b9568b,06 - Heavy Duty Truck,Citation,2006
173,21-707(a),YELLOW,No,No,SILVER SPRING,No,GMC,TRUCK,b2201fc7-023d-452c-a213-e7617a3e97fc,02 - Automobile,Citation,2007
174,21-204(d),BEIGE,No,No,SILVER SPRING,No,FORD,TK,6cce5aeb-6bdc-4dfb-b734-eeb25970cab9,02 - Automobile,Citation,2000
175,21-801(b),BLACK,No,No,FREDERICK,No,HONDA,CIVIC,c8515f8b-5f4b-4fe0-af91-281ae391a1a2,02 - Automobile,Citation,2013
176,16-101(a1),BLACK,No,No,FREDERICK,No,HONDA,CIVIC,c8515f8b-5f4b-4fe0-af91-281ae391a1a2,02 - Automobile,Citation,2013
177,16-301(e),BLACK,No,No,FREDERICK,No,HONDA,CIVIC,c8515f8b-5f4b-4fe0-af91-281ae391a1a2,02 - Automobile,Citation,2013
178,16-303(c),BLACK,No,No,FREDERICK,No,HONDA,CIVIC,c8515f8b-5f4b-4fe0-af91-281ae391a1a2,02 - Automobile,Citation,2013
179,16-303(h),BLACK,No,No,FREDERICK,No,HONDA,CIVIC,c8515f8b-5f4b-4fe0-af91-281ae391a1a2,02 - Automobile,Citation,2013
180,13-409(b),BLACK,No,No,SILVER SPRING,No,HONDA,ACCORD,fc3c6b30-4d8d-4f86-a83e-11519304eb72,02 - Automobile,Citation,1995
181,16-303(c),BEIGE,No,No,MONTGOMERY VILLAGE,No,TOYOTA,RAV4,f22b06a1-41fa-4f88-b345-1a1def6dfbc9,02 - Automobile,Citation,5795
182,13-401(h),BLACK,No,No,GAITHERSBURG,No,BMW,CN,1e44da49-444c-42b1-ae77-16f8975ce5ec,02 - Automobile,Citation,2011
183,16-301(j),BLUE,No,No,SILVER SPRING,No,HONDA,ACCORD,e1edde5b-fe2a-4310-a085-21e20c5b63c0,02 - Automobile,Citation,2008
184,21-801.1,WHITE,No,No,BOYDS,No,HOND,CRV,1aa4bf13-573b-4779-a1ab-f31ff9da888e,02 - Automobile,Citation,2015
185,22-412.3(b),RED,No,No,IJAMSVILLE,No,GMC,JIMMY,c7ea7a65-44ba-4348-b64b-ac44f39dae3d,02 - Automobile,Citation,1992
186,65*,RED,No,No,SILVER SPRING,No,TOYOTA,CAMRY,ec75d79e-5b45-4cb7-8e04-41eaabb5a6a3,02 - Automobile,ESERO,2007
187,16-113(h),GOLD,No,No,BETHESDA,No,TOYOTA,AVALON,34485c4d-43d3-4ab3-a156-5de39a1346fc,02 - Automobile,Citation,2000
188,16-301(e),GOLD,No,No,DAMASCUS,No,MERC,MOUNTAINEER,61c6fa7d-d7a2-4abb-8c1d-a1938a584342,02 - Automobile,Citation,2003
189,22-412.3(b),,No,No,WASHINGTON,No,MERCEDES,4DR,11e83a41-c7d9-4897-9c30-fa5b824715af,02 - Automobile,Citation,2003
190,21-201(a1),GRAY,No,No,SILVER SPRING,No,MAZDA,6,54c1f8a3-9107-4391-803e-514c64a04694,02 - Automobile,Citation,2012
191,21-902(a2),BLACK,No,No,GAITHERSBURG,No,HOND,CRV,c033d9d7-ce7a-42a1-a319-ae87906945bc,05 - Light Duty Truck,Citation,2007
192,21-402(a),GRAY,No,No,SILVER SPRING,No,MAZDA,6,54c1f8a3-9107-4391-803e-514c64a04694,02 - Automobile,Citation,2012
193,21-801.1,SILVER,No,No,NORTH POTOMAC,No,TOYT,4S,be9d271b-5a4b-4034-bd26-0ebefbf25950,02 - Automobile,Citation,2006
194,21-202(m),GRAY,No,No,SILVER SPRING,No,MAZDA,6,54c1f8a3-9107-4391-803e-514c64a04694,02 - Automobile,Citation,2012
195,21-902(b1i),GRAY,No,No,SILVER SPRING,No,MAZDA,6,54c1f8a3-9107-4391-803e-514c64a04694,02 - Automobile,Citation,2012
196,21-902(a1),WHITE,No,No,BELTSVILLE,No,TOYOTA,TUNDRA,9800bc49-af9f-47cc-b68c-2511ba0e438f,02 - Automobile,Citation,2006
197,21-707(a),GRAY,No,No,SILVER SPRING,No,MAZDA,6,54c1f8a3-9107-4391-803e-514c64a04694,02 - Automobile,Citation,2012
198,22-203(b),SILVER,No,No,UPPER MARLBORO,No,NISSAN,MAXIMA,029d6a3b-b6cd-422b-b98a-5e445de9c322,02 - Automobile,Citation,2004
199,21-1124.2(d2),GRAY,No,No,SILVER SPRING,No,ACURA,4D,296ad259-18e1-4a78-ae47-cc94e7c3525e,02 - Automobile,Citation,2012
200,13-411(f),SILVER,No,No,SILVER SPRING,No,TOYOTA,CAMRY,62187dca-bf99-45be-836a-af9e9a00e02a,02 - Automobile,Citation,2002
201,21-301(a),BLACK,No,No,ROCKVILLE,No,NISS,4D,d39c4f76-e758-4606-aaac-63ffdf40cae6,02 - Automobile,Citation,2006
202,16-116(a),SILVER,No,No,WINDSOR MILL,No,TOYOTA,SIENNA,26dc5113-92c3-493e-9676-571ee7cba3a1,02 - Automobile,Citation,2013
203,13-409(b),WHITE,No,No,SILVER SPRING,No,TOYOTA,SUV,70b0941a-5da8-4995-ae32-db98de400425,02 - Automobile,Citation,2015
204,21-902(b1),GREEN,No,No,GAITHERSBURG,No,TOYOTA,YARIS,cde04c63-b82a-4cb8-a0c8-1674a678b741,02 - Automobile,Citation,2012
205,20-105.1,BLACK,No,No,POOLESVILLE,No,FORD,EXPEDITION,4e5329df-2391-4299-95b1-44d0713b91d5,02 - Automobile,Citation,2003
206,21-1124.2(d2),MAROON,No,No,SILVER SPRING,No,HONDA,CIV 4D,3cb21950-6c78-449d-9400-4c5c7375b698,02 - Automobile,Citation,2014
207,21-902(a2),SILVER,No,No,BALTIMORE,No,HONDA,ACCORD,317cbc53-c9bc-45db-a50a-e9f5ea27b5a2,02 - Automobile,Citation,1997
208,21-801.1,BLACK,No,No,OLNEY,No,HYUN,TK,81d8bb8d-e4f8-4f57-b2b1-dab182d1730c,02 - Automobile,Citation,2011
209,13-401(h),"GREEN, DK",No,No,GERMANTOWN,No,HOND,4S,1d25a24e-da70-4a0e-b29e-0c2d6e3fe1e4,02 - Automobile,Citation,2000
210,21-1003(r),"GREEN, DK",No,No,GERMANTOWN,No,HOND,4S,1d25a24e-da70-4a0e-b29e-0c2d6e3fe1e4,02 - Automobile,Citation,2000
211,21-309(b),WHITE,No,No,ROCKVILLE,No,AUDI,4S,8e6a7a46-5d5f-40cb-9b85-83e36be7fc4e,02 - Automobile,Citation,2004
212,21-801.1,SILVER,No,No,MONKTON,No,HOND,4S,09c7839f-797c-4f0b-ad45-455b72f14ddb,02 - Automobile,Citation,2008
213,16-112(c),BLACK,No,No,MONTGOMERY VILLAGE,No,HYUN,ELENTRA,e5d0327f-26e9-4445-bf1c-f1a8a2c66e4d,02 - Automobile,Citation,2015
214,16-101(a1),BLACK,No,No,MONTGOMERY VILLAGE,No,HYUN,ELENTRA,e5d0327f-26e9-4445-bf1c-f1a8a2c66e4d,02 - Automobile,Citation,2015
215,16-303(c),BLACK,No,No,MONTGOMERY VILLAGE,No,HYUN,ELENTRA,e5d0327f-26e9-4445-bf1c-f1a8a2c66e4d,02 - Automobile,Citation,2015
216,64*,BLUE,No,No,HYATTSVILLE,No,CHEV,TRUCK,7d3bd0d9-0887-4af7-b70f-3795b87e91ef,02 - Automobile,ESERO,1997
217,16-303(h),BLACK,No,No,MONTGOMERY VILLAGE,No,HYUN,ELENTRA,e5d0327f-26e9-4445-bf1c-f1a8a2c66e4d,02 - Automobile,Citation,2015
218,21-801.1,WHITE,No,No,GAITHERSBURG,No,CHEV,PU WK TK,91afd45a-5b90-4ae8-adbb-4630301b6c2d,05 - Light Duty Truck,Citation,2005
219,21-801.1,BLACK,No,No,ROCKVILLE,No,HONDA,4DR,2424555f-624e-4602-8cb0-d62b22fb89d3,02 - Automobile,Citation,2016
220,21-902(b1),BLACK,No,No,N BETHESDA,No,TOYOTA,4DR,2f162e5a-e738-49f8-b5ad-e0d4bef34a2d,02 - Automobile,Citation,2015
221,16-303(d),BLACK,No,No,MONTGOMERY VILLAGE,No,HYUN,ELENTRA,e5d0327f-26e9-4445-bf1c-f1a8a2c66e4d,02 - Automobile,Citation,2015
222,22-412.3(b),BLACK,No,No,OLNEY,No,HONDA,2DR,f01d54cd-61bd-44e1-8d08-c8cc160f8e4c,02 - Automobile,Citation,2005
223,16-112(c),SILVER,No,No,SILVER SPRING,No,NISSAN,ALTIMA,138e9e38-4bbd-43af-9c2c-d2fa6070b51a,02 - Automobile,Citation,2011
224,21-902(a1),SILVER,No,No,OLNEY,No,HONDA,2D,daad3739-538e-43e6-b6ce-1e70bf0f53ed,02 - Automobile,Citation,2002
225,22-206(a),BLACK,No,No,MONTGOMERY VILLAGE,No,HYUN,ELENTRA,e5d0327f-26e9-4445-bf1c-f1a8a2c66e4d,02 - Automobile,Citation,2015
226,21-606(c),BLACK,No,No,MONTGOMERY VILLAGE,No,HYUN,ELENTRA,e5d0327f-26e9-4445-bf1c-f1a8a2c66e4d,02 - Automobile,Citation,2015
227,21-1124.2(d2),BLACK,No,No,CAPITOL HEIGHTS,No,MERZ,S550,c1a1447e-629b-4bcf-8bb8-612ff2c4cf44,02 - Automobile,Citation,2007
228,13-411(f),MAROON,No,No,POTOMAC,No,MASERATI,Q4,99cc3845-54b5-4614-a4e3-31c279c09052,02 - Automobile,Citation,2014
229,13-411(d),MAROON,No,No,POTOMAC,No,MASERATI,Q4,99cc3845-54b5-4614-a4e3-31c279c09052,02 - Automobile,Citation,2014
230,13-401(b1),MAROON,No,No,POTOMAC,No,MASERATI,Q4,99cc3845-54b5-4614-a4e3-31c279c09052,02 - Automobile,Citation,2014
231,16-101(a1),BLUE,No,No,SILVER SPRING,No,FORD,F150,1362a68c-7700-4cf4-b9d9-b20b07ef4194,02 - Automobile,Citation,2011
232,21-801.1,SILVER,No,No,WASHINGTON,No,HOND,ACCORD,bc56d30b-c2c1-4d18-bc71-0b3ddd0a031d,02 - Automobile,Citation,2014
233,21-310(a),BLACK,No,No,BOWIE,No,BMW,CP,934b00dd-09ee-40bf-a0bd-ead1b5ad092d,02 - Automobile,Citation,1996
234,21-801.1,GRAY,No,No,POTOMAC,No,CHEVY,SUV,39c8861e-c077-46ed-909c-31cfeff7cbcb,02 - Automobile,Citation,2001
235,13-409(b),SILVER,No,No,SILVER SPRING,No,TOYOTA,SIENNNA,e455f6c2-e493-45d0-961e-cd5217f9ed60,02 - Automobile,Citation,2004
236,21-801(b),WHITE,No,No,SILVER SPRING,No,OLDS,4S,5013564c-263f-4b43-9b83-fac6f8a4f0c3,02 - Automobile,Citation,1995
237,21-801.1,RED,No,No,OLNEY,No,FORD,4S,306be210-6a19-4f19-8a9a-cff7aa951864,02 - Automobile,Citation,2000
238,21-801.1,SILVER,No,No,ROCKVILLE,No,BMW,4DR,daaadcf1-8477-4044-84a3-7b62490aa6d5,02 - Automobile,Citation,2011
239,21-801.1,RED,No,No,SILVER SPRING,No,FORD,2S,be57cee4-bdb7-48a2-b50f-7ea53c6aa21c,02 - Automobile,Citation,2016
240,21-801.1,SILVER,No,No,LAYTONSVILLE,No,FORD,4S,b5d3d889-e9fd-416c-8f45-86cda648d131,02 - Automobile,Citation,2010
241,16-101(a1),TAN,No,No,SILVER SPRING,No,TOYOTA,TK,2854334a-5820-4351-999c-821fe4a2f3bb,02 - Automobile,Citation,2012
242,21-801.1,WHITE,No,No,SILVER SPRING,No,TOYOTA,COROLLA,b6bc0c5c-e7ff-4155-b32a-ad972d5b9997,02 - Automobile,Citation,2003
243,21-801(b),BLACK,No,No,SILVER SPRING,No,VOLKSWAGON,JETTA,f9027d89-ec07-4eda-a463-2c0a5d2c3324,02 - Automobile,Citation,1996
244,16-303(h),TAN,No,No,SILVER SPRING,No,HONDA,4 DOOR,a4fb815d-a0ef-4683-8f71-683109618de7,02 - Automobile,Citation,2005
245,13-409(b),TAN,No,No,SILVER SPRING,No,TOYOTA,TK,2854334a-5820-4351-999c-821fe4a2f3bb,02 - Automobile,Citation,2012
246,16-301(j),BLACK,No,No,SILVER SPRING,No,MAZD,SUV,3e6cf3cd-3d7a-4105-834c-9df7b51c9760,28 - Other,Citation,2011
247,21-801.1,WHITE,No,No,HAGERSTOWN,No,SUBA,SW,c44654b3-e8a6-4007-b0de-6f976666d9c6,28 - Other,Citation,2011
248,21-801.1,RED,No,No,BETHESDA,No,TOYOTA,4 DOOR,56143749-a700-475c-b72b-791ec07f3310,02 - Automobile,Citation,2010
249,13-401(h),TAN,No,No,SILVER SPRING,No,TOYOTA,TK,2854334a-5820-4351-999c-821fe4a2f3bb,02 - Automobile,Citation,2012
250,16-301(j),WHITE,No,No,ROCKVILLE,No,VOLKSW,JETTA,a1cc81b3-8237-4655-9f47-43cedd76d4cd,02 - Automobile,Citation,2011
251,21-1003(m),WHITE,No,No,GAITHERSBURG,No,CHEV,EXPRESS VAN,e6f483a8-7924-4c45-b745-970d39ff365e,02 - Automobile,Citation,2008
252,16-301(j),BLACK,No,No,ROCKVILLE,No,FORD,FUSION,8ba02629-6b88-496a-947e-75636cfad7ed,02 - Automobile,Citation,2013
253,21-1003(m),MAROON,No,No,GAITHERSBURG,No,TOYOTA,CAMRY,8760f6c4-4a5f-47e4-a6d2-0c788e3aef90,02 - Automobile,Citation,2013
254,21-801.1,BLUE,No,No,BALTIMORE,No,FORD,SUV,d04dfcda-e7d8-4648-ab6b-2d9826d4127e,02 - Automobile,Citation,2015
255,21-201(a1),BLACK,No,No,BALTIMORE,No,LEXUS,RX400H,17f66a02-81ad-4292-9611-92f6ebf6a767,28 - Other,Citation,2006
256,16-303(h),BLACK,No,No,ROCKVILLE,No,FORD,TK,f814f5a0-6798-4f65-8811-010506da9cb5,02 - Automobile,Citation,2004
257,21-1003(m),BLACK,No,No,GAITHERSBURG,No,TOYOTA,4RUNNER,648b324c-944a-4f01-8898-9f4cab68fe02,02 - Automobile,Citation,1998
258,16-301(e),BLACK,No,No,ROCKVILLE,No,VOLKSWAGON,4 DOOR,6e9f94b7-826b-4f4c-a329-31152a902ffc,02 - Automobile,Citation,2009
259,21-707(a),YELLOW,No,No,POTOMAC,No,MINI,COOPER,f8aa268d-b3f5-4ac6-bdbd-26750a056057,02 - Automobile,Citation,2004
260,21-801.1,BLUE,No,No,UPPER MARLBORO,No,NISSAN,TK,cccaaeb5-8a05-4bea-938d-ef8fea1403c4,28 - Other,Citation,2007
261,21-201(a1),"BLUE, DARK",No,No,BALTIMORE,No,MERZ,TK,e52b10fa-87ed-4e94-b123-fc574cd2681b,02 - Automobile,Citation,2015
262,13-401(h),SILVER,No,No,GAITHERSBURG,No,NISSAN,4S,1def257c-a97c-4bc8-9c8c-ce5bd6baf01c,02 - Automobile,Citation,2011
263,13-411(a),"BLUE, DARK",No,No,BALTIMORE,No,MERZ,TK,e52b10fa-87ed-4e94-b123-fc574cd2681b,02 - Automobile,Citation,2015
264,13-703(g),GRAY,No,No,ALEXANDRIA,No,VOLKS,4D,7e6fe80e-4ea7-4b3e-9dc7-ce0fc18e2f10,02 - Automobile,Citation,2004
265,21-201(a1),"BLUE, DARK",No,No,SILVER SPRING,No,TOYT,TK,f0ab36f3-3765-4164-947a-f54faa33df3f,02 - Automobile,Citation,2018
266,21-201(a1),SILVER,No,No,SILVER SPRING,No,JEEP,SU,2bf0474e-78b7-4151-92ee-0e3f8521ecab,02 - Automobile,Citation,2014
267,21-201(a1),WHITE,No,No,WASHINGTON,No,FORD,SUV,500d9796-7970-4f2c-b402-c8be7c2f8d3e,02 - Automobile,Citation,2018
268,13-409(b),GOLD,No,No,SILVER SPRING,No,SUZ,VITARA,4e38b95e-902f-492c-9e94-42dbf889086e,28 - Other,Warning,2006
269,17-104.2(b1),GOLD,No,No,SILVER SPRING,No,SUZ,VITARA,4e38b95e-902f-492c-9e94-42dbf889086e,28 - Other,Warning,2006
270,21-801.1,RED,No,No,FREDERICK,No,MAZD,CN,b70d7833-647f-4a46-85c4-898b9227e7a1,02 - Automobile,Citation,2010
271,21-801.1,WHITE,No,No,HAGERSTOWN,No,DODG,4S,4aa7980d-97cd-4d4d-b659-842df63c8dfe,02 - Automobile,Citation,2010
272,21-801.1,SILVER,No,No,ROCKVILLE,No,HONDA,2DR,ccc7a0ae-7022-4c69-aadb-3a12261e37e4,02 - Automobile,Citation,2005
273,21-902(a1),GREEN,No,No,SILVER SPRING,No,ACURA,INTEGRA,7fcf97c1-84ca-4fb5-b4d4-44cedf9da86b,02 - Automobile,Citation,1995
274,21-707(a),WHITE,No,No,SILVER SPRING,No,BMW,X5,c8490530-413f-4494-b601-c51e8c2b985f,28 - Other,Citation,2004
275,20-105(c),WHITE,No,No,SILVER SPRING,No,GMC,TK,fb36026d-19b5-486b-8564-4fa1e36b5b4c,02 - Automobile,Citation,2005
276,16-301(j),SILVER,No,No,BURTONSVILLE,No,INFI,FX 35,1d831f9f-50bd-456c-8501-ba2ac0bc995b,02 - Automobile,Citation,2006
277,16-101(a),BLACK,No,No,ROCKVILLE,No,LINCOLN,TOWN CAR,462b1e9c-d01c-4fd2-98c7-687ac10d8e9b,02 - Automobile,Citation,2000
278,13-409(b),"BLUE, DARK",No,No,SILVER SPRING,No,TOYT,COROLLA 4D,f9a4a870-2e0f-4fbc-acd7-b6e66c7b828e,02 - Automobile,Warning,2007
279,17-104.2(b1),"BLUE, DARK",No,No,SILVER SPRING,No,TOYT,COROLLA 4D,f9a4a870-2e0f-4fbc-acd7-b6e66c7b828e,02 - Automobile,Warning,2007
280,21-707(a),GRAY,No,No,SILVER SPRING,No,SAAB,93,ee00bb7a-c048-49ac-8ddd-77a20764d47c,02 - Automobile,Citation,2006
281,21-402(a),WHITE,No,No,SILVER SPRING,No,TOYOTA,CAMRY,ea8b73a2-2eff-4e9f-af5b-61add5936011,02 - Automobile,Citation,2011
282,21-308(a),BROWN,No,No,HERNDON,No,MERCURY,4D,53692959-bd03-4c7a-bb57-af2471a8e762,02 - Automobile,Citation,2011
283,21-201(a1),WHITE,No,No,WINDSOR MILL,No,GMC,ENVOY,d183a0ed-ff31-4d71-8761-71e3491f609b,02 - Automobile,Warning,2003
284,21-201(a1),GRAY,No,No,SILVER SPRING,No,HONDA,ODYSSEY,06a710c4-3ecb-46dc-9845-060fc2fcfea7,02 - Automobile,Warning,2005
285,21-201(a1),RED,No,No,FAIRFIELD,No,TOYOTA,COROLLA,5b8e53dd-7741-42e0-8be7-13f263047097,02 - Automobile,Warning,2015
286,13-411(d),WHITE,No,No,HERNDON,No,BMW,328I,e0fc1d48-2672-4117-ae81-5de53282282f,02 - Automobile,Warning,2015
287,21-801.1,WHITE,No,No,GERMANTOWN,No,MITSUBISHI,OUTLANDER,1a4bb1b8-b48c-4072-a288-4077f5587ce7,08 - Recreational Vehicle,Warning,2018
288,21-201(a1),WHITE,No,No,SILVER SPRING,No,TOYOTA,CAMRY,b02dfc16-41f1-442d-8191-dda10013a1d2,02 - Automobile,Warning,2011
289,13-409(b),WHITE,No,No,SILVER SPRING,No,TOYOTA,CAMRY,b02dfc16-41f1-442d-8191-dda10013a1d2,02 - Automobile,Warning,2011
290,24-106(c),BLUE,No,No,GERMANTOWN,No,DODGE,CARAVAN,58ab6c29-cb95-4894-8b33-ea2116d377d5,02 - Automobile,Warning,1999
291,21-902(b1),BLUE,No,No,ROCKVILLE,No,TOYOTA,RAV4,84aa2ceb-4c8e-478b-be8b-eb669f840d55,02 - Automobile,Citation,2006
292,16-112(c),BLUE,No,No,GERMANTOWN,No,DODGE,CARAVAN,58ab6c29-cb95-4894-8b33-ea2116d377d5,02 - Automobile,Warning,1999
293,23-104,SILVER,No,No,SILVER SPRING,No,HYUNDAI,SONATA,23c6b73d-2eb1-41b1-8dd8-25595c7009f9,02 - Automobile,Warning,2010
294,16-301(e),GREEN,No,No,DAMASCUS,No,MERC,COUGAR,2e97eed3-8a7b-4908-93e5-8301a49bcd20,02 - Automobile,Warning,2002
295,21-801.1,BLACK,No,No,DAMASCUS,No,FORD,TK,333d3a47-b197-4229-8a69-00f0f6269eb6,02 - Automobile,Warning,2015
296,21-801.1,WHITE,No,No,RIVERDALE,No,FORD,ECONOLINE,6c313d0d-3288-4325-91a1-7e58f67e3364,02 - Automobile,Warning,2012
297,21-310(a),BLACK,No,No,SILVER SPRING,No,INFI,4S,77ce1ccf-47e5-48bd-87ea-0c867e5b0a09,02 - Automobile,Warning,2007
298,13-409(b),SILVER,No,No,SILVER SPRING,No,HYUNDAI,SONATA,23c6b73d-2eb1-41b1-8dd8-25595c7009f9,02 - Automobile,Warning,2010
299,21-601(a),"BLUE, DARK",No,No,BALTIMORE,No,MERZ,TK,e52b10fa-87ed-4e94-b123-fc574cd2681b,02 - Automobile,Warning,2015
300,21-601(a),"BLUE, DARK",No,No,SILVER SPRING,No,TOYT,TK,f0ab36f3-3765-4164-947a-f54faa33df3f,02 - Automobile,Warning,2018
301,13-409(b),WHITE,No,No,BETHESDA,No,HYUNDAI,SONATA,3ae10779-95c3-4291-a0c8-985cdbf70375,02 - Automobile,Warning,2011
302,21-204.1,WHITE,No,No,WASHINGTON,No,FORD,SUV,500d9796-7970-4f2c-b402-c8be7c2f8d3e,02 - Automobile,Warning,2018
303,11-393.9,WHITE,No,No,PARKVILLE,No,MITS,DS,4fcf7cfd-4b3d-4cd8-8e8d-4b68f484e287,05 - Light Duty Truck,Warning,2003
304,21-801.1,GREEN,No,No,TAKOMA PARK,No,KIA,VAN,b8988374-4dcb-4387-9e62-f007b4170521,28 - Other,Warning,2005
305,21-801.1,WHITE,No,No,OLNEY,No,HONDA,CIVIC,dd786b5e-d54a-457d-8dd3-b46d6f820a0f,02 - Automobile,Warning,2015
306,21-802.1,BLACK,No,No,ROCKVILLE,No,BUIC,4S,6e21d562-3bdd-40b2-8bbc-b6c78e8822de,02 - Automobile,Warning,2006
307,21-801.1,RED,No,No,SILVER SPRING,No,DODG,VN,055ba6cc-0ccc-4ef1-946f-26958eab0c30,02 - Automobile,Warning,2001
308,21-801.1,SILVER,No,No,BROOKEVILLE,No,TOYT,4H,11faf0db-ac9e-4805-a04e-3188152200f3,02 - Automobile,Warning,2011
309,21-801.1,BLACK,No,No,WOODSBORO,No,LEXS,4S,28dcf022-d09e-49a8-a578-7ccb06dce73c,02 - Automobile,Warning,2004
310,21-802.1,SILVER,No,No,GAITHERSBURG,No,MERCEDES,4S,11667a8e-d07f-4a3b-918f-e2d1e2a76f53,02 - Automobile,Warning,2006
311,21-801.1,GRAY,No,No,WASHINGTON,No,NISS,GR4S,9dd16392-3639-4ea6-8e67-642129b848a8,02 - Automobile,Warning,2005
312,21-802.1,SILVER,No,No,OAKTON,No,HONDA,VN,628138d8-17b2-43f1-b8b4-9fe5153903a9,02 - Automobile,Warning,2010
313,21-801.1,BLACK,No,No,HYATTSVILLE,No,NISS,4S,897889e5-0f08-4623-8b80-4f17153dad8e,02 - Automobile,Warning,2015
314,21-801.1,WHITE,No,No,BROOKEVILLE,No,BMW,SUV,3ee82ab3-5c03-4124-96cb-d2728e1629b1,02 - Automobile,Warning,2018
315,21-801.1,GRAY,No,No,FREDERICK,No,VOLK,4S,3876bd97-e39f-4577-a2af-0477f361381a,02 - Automobile,Warning,2006
316,21-202(i1),BLACK,No,No,ROCKVILLE,No,MERCEDES,C300,21efa0fa-8b07-4c2d-9f09-f3658569de9b,02 - Automobile,Warning,2018
317,22-412.3(b),GOLD,No,No,SILVER SPRING,No,NISSAN,PATHFINDER,3e211b48-c4d7-4a15-a00a-1ac78e3fcd74,08 - Recreational Vehicle,Warning,1997
318,21-1124.1(b),GOLD,No,No,SILVER SPRING,No,NISSAN,PATHFINDER,3e211b48-c4d7-4a15-a00a-1ac78e3fcd74,08 - Recreational Vehicle,Warning,1997
319,21-203(c),N/A,No,No,TAKOMA PARK,No,NONE,NONE,670fce84-0de0-4d05-8e12-b918ad4be969,29 - Unknown,Warning,
320,21-801.1,RED,No,No,GERMANTOWN,No,TOYOTA,4S,270590b8-a1ca-4de4-a711-ad43ae389f9e,02 - Automobile,Warning,2014
321,21-201(a1),BLACK,No,No,GERMANTOWN,No,TOYO,4D,86b8d6cf-f318-4b23-9732-fbfc7091ea79,02 - Automobile,Warning,2000
322,22-227(e),SILVER,No,No,GERMANTOWN,No,MITS,4S MONTERO,95074fe8-3088-42b5-a71a-e82e9734b280,02 - Automobile,Warning,2000
323,64*,BLACK,No,No,FREDERICK,No,NISS,4S,ca36b797-f02e-4263-9de7-b6d47197368f,02 - Automobile,SERO,1996
324,21-309(b),SILVER,No,No,ADELPHI,No,KIA,OPTIMA,05045dae-abf0-4297-8b56-fb9ef68a6531,02 - Automobile,Warning,2009
325,13-401(b1),GRAY,No,No,ROCKVILLE,No,DODGE,CHARGER,c6b5ea87-95b8-46f5-b027-aa108bc12dd0,03 - Station Wagon,Warning,2017
326,21-707(a),BLACK,No,No,BETHESDA,No,CADI,ESCALADE,4b0464ee-0ddf-43a7-826b-7f30c91367fe,28 - Other,Warning,2008
327,21-801.1,WHITE,No,No,GERMANTOWN,No,FORD,TK,0d8841ec-2cb4-4b38-9a69-0a6b21759c7e,05 - Light Duty Truck,Warning,2008
328,17-107(a1),GRAY,No,No,ROCKVILLE,No,DODGE,CHARGER,c6b5ea87-95b8-46f5-b027-aa108bc12dd0,03 - Station Wagon,Warning,2017
329,13-411(f),BLACK,No,No,BOYDS,No,BMW,2H,00f3b1b4-c8e5-4271-8d14-84cd036647ec,02 - Automobile,Warning,2016
330,65*,SILVER,No,No,SILVER SPRING,No,TOYOTA,AVALON,53d277e5-d945-4efb-a74d-22dcf1c3a261,02 - Automobile,ESERO,2000
331,21-801.1,TAN,No,No,SILVER SPRING,No,ACUR,SUV,c7c77df6-019f-4b24-badb-5d05c7d5fe46,05 - Light Duty Truck,Warning,2001
332,50,BLACK,No,No,GAITHERSBURG,No,MERZ,TK ML350,8407a5cd-5693-4cd9-ade7-5d719749204d,04 - Limousine,ESERO,2003
333,21-801.1,SILVER,No,No,GERMANTOWN,No,NISS,4S,f5b5d2c5-8502-4438-8dba-4502570721c6,02 - Automobile,Warning,2012
334,21-801(a),SILVER,No,No,GERMANTOWN,No,NISS,4S,f5b5d2c5-8502-4438-8dba-4502570721c6,02 - Automobile,Warning,2012
335,21-601(d),RED,No,No,GERMANTOWN,No,TOYOTA,COROLLA,2ec2e163-f7d0-44c5-8e3a-4245055db1fb,02 - Automobile,Warning,2019
336,21-1124.2(d2),SILVER,No,No,HYATTSVILLE,No,INFINITI,Q40,4ef87f53-dccc-413a-82af-b2508e9b810d,02 - Automobile,Warning,2015
337,13-411(f),BLACK,No,No,SILVER SPRING,No,HONDA,PILOT,5ec9f6b9-93bc-4ac7-a29c-18456a0a72b2,02 - Automobile,Warning,2017
338,21-801.1,BLACK,No,No,OLNEY,No,TOYT,4S,1e9c3117-755b-41a5-b133-b11a5bd790e4,02 - Automobile,Warning,2007
339,13-411(d),BLACK,No,No,SILVER SPRING,No,HONDA,PILOT,5ec9f6b9-93bc-4ac7-a29c-18456a0a72b2,02 - Automobile,Warning,2017
340,21-601(a),SILVER,No,No,WINDSOR MILL,No,TOYOTA,SIENNA,26dc5113-92c3-493e-9676-571ee7cba3a1,02 - Automobile,Warning,2013
